Name,Description,Website,Business Unit,Focus Area,Draft Opportunity Space,Original Taxonomy,Business Model Option,Friction Point,Business Models,Technologies ,Founded,Headcount,Country,Region,Funded,Funding Stage,Total Funding (USD),TRL,Maturity,Owner,Inc. Compass,Hero,Founded Score,Founded Weighting,Headcount Score,Headcount Weighting,Funding Score,Funding Weighting,TRL Score,TRL Weighting,Total Score,Result,Source
Cashoff,"Cashoff provides white-label personal financial management and customer engagement solutions for banks & brands. The solutions gather the financial data of the consumers from different sources (banks, merchants, e-wallets, telecom providers, loyalty programmes) and analyses the information using the AI, machine learning and mathematical models to foresee consumer buying behaviour. The selected patterns are implemented in customised loyalty programmes, scoring systems and PFM services in web and mobile banking app.",http://cashoff.ru,,,,Personal Finance Management Solutions,,,Banking Tech > Personal Finance Management,,2013,,Russia,Asia,No,Unfunded,,,Nascent,,FALSE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
CashOne,"CashOne is an online lending platform for payday loans. It provides an electronic payday loan up to $1,000.00. Borrower should be U.S citizen with min 18years of age and had the current job for at least 90days, net income will vary by lender but is often a minimum of at least $1,200 - $1,400 per month.",http://itcashone.com,2. CC&C,2.3. Embedded Lending,2.3. Payday Loans,Internet First Payday Loans,,,Alternative Lending > Online Lenders > Consumer Loans > Payday Loans > Marketplace,,2018,,United States of America,North America,No,Unfunded,,,Nascent,,TRUE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
Cashpally,,https://cashpally.com,2. CC&C,2.3. Embedded Lending,2.3. Buy Now Pay Later (BNPL),Point of Sale Financing,,,Alternative Lending > Online Lenders > Consumer Loans > Point of Sale Financing > Direct Lender,,2021,,Nigeria,Africa,No,Unfunded,,,Nascent,,FALSE,FALSE,0.2,0.3,,0,0,0.7,,0,0.06,Nascent,TRACXN
Cashplow,"CashPlow is a provider of financial inclusion solutions for agribusinesses. The company claims to offer solutions like bookkeeping solutions, value chain finance, and market linkage. It offers its services to rural aggregators, buyers, and financial institutions. Its features include the creation of a digital profile, rating based on alternative databases, connecting Pan India buyers, managing finances, etc.",http://cashplow.app,2. CC&C,2.2. Digital Loan Servicing,2.2. Customer Risk Profiling,Credit Assessment Score,,,"Alternative Lending > Enablers > Alternative Credit Score > Individuals > Financial Transactions,
Banking Tech > Loan Life Cycle Management > Credit Assessment > Alternative Credit Score,
Crop Tech > ECommerce > Enablers > Digital Ledger",,2019,,India,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
CashRepublic,"Payment gateway solutions for money transfers and bill payments. It enables businesses to collect auto insurance payments, wire transfers, money orders, and more.",https://cashrepublic.com,1. Payments,1.2. Easing of Remittances,1.2. Low-Cost Remittances Services,,,,,,2020,,United States of America,North America,Yes,Series A,"$5,194,700",,Emerging,,TRUE,FALSE,0.5,0.3,,0,0.4,0.7,,0,0.43,Emerging,TRACXN
Cashry,Cashry is a matching platform for payday loans and installment loans up to $2500 for emergency purposes. The borrower needs to apply on the platform to be matched with lenders on the network. The platform is a lead generation service which matches applications with the requirements of lenders and does not play any role in credit decisions.,https://cashry.com,2. CC&C,2.3. Embedded Lending,2.3. Payday Loans,Internet First Payday Loans,,,Alternative Lending > Online Lenders > Consumer Loans > Payday Loans > Marketplace,,2013,,United States of America,North America,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
CashUp,"Cashup is a direct lender of Payday loans in Ukraine. Users can avail loans from 500 to 3000 UAH for periods ranging from 3-30 days at an APR of 547.5%. Borrowers have to complete an online application form and mention their requirement. Once they have agreed on the terms, the contract is signed online and the loan amount is transferred the same day. The loan can be repaid online through bank or card transfers.",https://cashup.com.ua,2. CC&C,2.3. Embedded Lending,2.3. Payday Loans,Internet First Payday Loans,,,Alternative Lending > Online Lenders > Consumer Loans > Payday Loans > Marketplace,,2016,,Ukraine,Europe,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
CashUSAToday,,https://www.cashusatoday.com/,2. CC&C,2.3. Embedded Lending,2.3. Buy Now Pay Later (BNPL),Point of Sale Financing,,,Alternative Lending > Online Lenders > Consumer Loans > Point of Sale Financing > Direct Lender,,2013,,United States of America,North America,No,Unfunded,,,Nascent,,FALSE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
CashWizard,"Software for personal finance management. It offers solutions to individuals and small businesses to import data from online banking channels and perform financial planning using API. It offers a pictorial representation of data including graphs and pie charts for managing budgets; piggy banks for saving goals; income & expense reports, and more.",http://cashwizard.net,,,,Personal Finance Management Solutions,,,Banking Tech > Personal Finance Management,,2019,,United Kingdom,Europe,No,Unfunded,,,Nascent,,FALSE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
Cashy,Platform for payment collection solutions. It offers invoice discounts for early payments. It enables businesses to use funds to repay supplier invoices.,https://cashy.pl/pl,2. CC&C,2.1. Customer-first Credit,,Accounts Receivables Collections,,,Finance & Accounting Tech > Accounting Solutions > Quote to Cash > Account Receivables > Collections,,2017,,Poland,Europe,Yes,Seed,"$513,834",,Nascent,,TRUE,FALSE,0.7,0.3,,0,0.2,0.7,,0,0.35,Nascent,TRACXN
Cassbana,AI-driven behavior-based credit scoring solution for individuals and businesses. Its technology platform enables businesses and consumers to analyze the financial status and credit score before accessing credits from the lending partners.,http://cassbana.com,2. CC&C,2.2. Digital Loan Servicing,2.2. Customer Risk Profiling,Credit Assessment Score,,,"Alternative Lending > Enablers > Alternative Credit Score > Diversified,
Banking Tech > Loan Life Cycle Management > Credit Assessment > Alternative Credit Score",,2020,,Egypt,Africa,Yes,Seed,"$1,000,000",,Nascent,,TRUE,FALSE,0.5,0.3,,0,0.2,0.7,,0,0.29,Nascent,TRACXN
Castor,Online platform for payday loans. It offers NFC-enabled payment cards for receiving the salary. It also users to make installment payments and reduce debt.,https://castor.app,2. CC&C,2.3. Embedded Lending,2.3. Payday Loans,Internet First Payday Loans,,,Alternative Lending > Online Lenders > Consumer Loans > Payday Loans > Through Employer > Salary Linked Loans > Direct Lender,,2020,,Mexico,North America,Yes,Seed,"$1,800,000",,Nascent,,TRUE,FALSE,0.5,0.3,,0,0.2,0.7,,0,0.29,Nascent,TRACXN
Catamera Technologies,"Catamera Technologies enables banks to create engaging user experiences for products and services. Catamera, their eBanking product has features including modular architecture for provisioning and deprovisioning third party fintech services for banks' customers, self service model for business users to add / remove services for end customers, change website design, and launch new sites for specific customer segments etc. They also provide a scalable backend built on Python, Vertx and Usergrid, capable of serving sub-second responses to millions of users.",http://catamera.com,4. Cross-BU,4.2. Unifying the Customer Front,,Banking Channel Solutions,,,Banking Tech > Banking Channels > Omnichannel,,2014,,India,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Caura,"App-based auto insurance platform for individuals. Their services include toll penalties, taxation, parking, and more. Its coverage includes windscreen cover, breakdowns, accidents, and more. It detects accidents and helps in claim processing. Their app is available for iOS devices.",https://caura.com,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Auto E-Commerce & Content > Vehicle Management > Expense,
Internet First Insurance Platforms > Insurance Comparison Platforms > P&C > Auto",,2018,10,United Kingdom,Europe,Yes,Seed,"$4,200,000",,Nascent,,TRUE,FALSE,0.7,0.3,1,0,0.2,0.7,,0,0.35,Nascent,TRACXN
Causemo,"Causemo offers a fundraising solution through its micro-donation platform and cause-based social network. Causemo matches the more than 4 billion people online to causes within their favorite apps and sites, making it easier to learn about, donate to, and champion a cause.",http://causemo.com,,,,(7) Joining the growth journey of the many,,,,,2013,0,United States of America,North America,Yes,Acquired,"$11,046,505",,Mature,,FALSE,FALSE,1,0.3,1,0,1,0.7,,0,1,Mature,OLD PROJECT – IKEA
CBDPayCo,,http://cbdpayco.com,2. CC&C,2.3. Embedded Lending,2.3. Working Capital Loans,Working Capital Loans,,,"Alternative Lending > Online Lenders > Business Loans > Working Capital Loans > Marketplace,
Internet First Insurance Platforms > Insurance Comparison Platforms > P&C > Business",,2019,,United States of America,North America,No,Unfunded,,,Nascent,,FALSE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
Cbot,"Provider of omnichannel customer service automation solutions. Claims to be capable of understanding the natural language rather than recognizing pre-defined keywords to provide relevant answers to customer queries. It offers omnichannel platform support such as for Alexa, Google Home, Facebook Messenger, IVR, etc. Clientele includes Isbank, Amazon, and Google. Applications are in the areas of financial services, healthcare, and eCommerce.",https://www.cbot.ai/,4. Cross-BU,4.2. Unifying the Customer Front,,Banking Channel Solutions,,,"Customer Service Software > Contact Center > Omnichannel,
Chatbots > Industry Agnostic > Customer Support,
Banking Tech > Banking Channels > Conversational,
Natural Language Processing > Industry Specific Applications > BFSI > Banking",,2016,,United States of America,North America,Yes,Funding Raised,,,Mature,,FALSE,FALSE,1,0.3,,0,0.7,0.7,,0,0.79,Mature,TRACXN
CDSI.ai,"AI-enabled credit decision-making & monitoring solutions for businesses. It features bot capturing of global credit data information and monitoring of the trade cycles. It also analyzes global markets for credit information on companies. Its services include algorithms for credit decisioning, real-time reporting data, and more.",https://creditdatascienceinstitute.com,2. CC&C,2.2. Digital Loan Servicing,2.2. Customer Risk Profiling,Credit Assessment Score,,,Banking Tech > Loan Life Cycle Management > Credit Assessment > Alternative Credit Score,,2020,,United States of America,North America,No,Unfunded,,,Nascent,,TRUE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
CECL,,https://ceclnow.com,2. CC&C,2.2. Empowering CSR Teams,2.2. Customer Risk Profiling,Credit Risk,,,"Banking Tech > RegTech > Risk Management > Credit Risk,
RegTech > Risk Management > Risk Type > Banking Industry Risks > Credit Risk",,2020,,United States of America,North America,No,Unfunded,,,Nascent,,FALSE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
CECL Express,,https://www.ceclexpress.com/,2. CC&C,2.2. Empowering CSR Teams,2.2. Customer Risk Profiling,Credit Risk,,,"Banking Tech > RegTech > Risk Management > Credit Risk,
RegTech > Risk Management > Risk Type > Banking Industry Risks > Credit Risk",,2020,,United States of America,North America,No,Unfunded,,,Nascent,,FALSE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
Celery,"Cloud-based white-label platform for pre-order crowdfunding. Its features include conversion checkout allows collecting the shipping and other information, automated recovery emails, customizable designs, referral promotions, fulfillment integrations, checkouts and dashboards, payments, and more. It offers solutions on subscription-based policies.",https://www.trycelery.com/,,,,,,,,,2013,0,United States of America,North America,Yes,Acquired,"$2,120,000",,Mature,,FALSE,FALSE,1,0.3,1,0,1,0.7,,0,1,Mature,OLD PROJECT – IKEA
Celery,"Cloud-based white-label platform for pre-order crowdfunding. Its features include conversion checkout allows collecting the shipping and other information, automated recovery emails, customizable designs, referral promotions, fulfillment integrations, checkouts and dashboards, payments, and more. It offers solutions on subscription-based policies.",https://trycelery.com,1. Payments,1.4. Embedded Payments,1.4. E-merchant Solutions,,,,"Nonprofit Tech > Fundraising > Crowdfunding > Political Campaigns,
 E-Commerce Enablers > Storefronts > Diversified,
 Crowdfunding > Enablers > Campaign Solutions > White-label Solutions,
 Y Combinator Batches > 2012 > Summer",,2013,,United States of America,North America,Yes,Acquired,"$2,120,000",,Mature,,FALSE,FALSE,1,0.3,,0,1,0.7,,0,1,Mature,TRACXN
Celeste,,http://celesteinnovations.com,2. CC&C,2.1. Gamification for Digital Collections,,Accounts Receivables Collections,,,Finance & Accounting Tech > Accounting Solutions > Quote to Cash > Account Receivables > Collections,,2020,,United States of America,North America,No,Unfunded,,,Nascent,,FALSE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
Centi,Centi is a provider of POS terminals for crypto-based payments. It enables customers to make Bitcoin payments at merchant stores or outlets. It enables customers to make payments via cryptocurrency wallets.,https://centi.ch,1. Payments,1.2. Easing of Remittances,"1.2. Blockchain for Faster, More Secure Payments",,,,Cryptocurrencies > Financial Services > Payments > Business Payments > Offline PoS Payments > PoS Payment Terminal,,2020,,Switzerland,Europe,Yes,Seed,,,Nascent,,TRUE,FALSE,0.5,0.3,,0,0.2,0.7,,0,0.29,Nascent,TRACXN
Centiglobe,"Decentralized cross-border solutions for fiat & cryptocurrencies. It provides tools to assist in bridging payments, currency exchanges, clearing, messaging, and settlement solutions for businesses. It also offers risk assessment and cost-efficient solutions for enterprises.",https://www.centiglobe.com/,1. Payments,1.2. Easing of Remittances,1.2. Low-Cost Remittances Services,,,,Digital Remittance > Enablers > Software for Enterprises,,2017,,Sweden,Europe,Yes,Series A,"$5,780,250",,Emerging,,TRUE,FALSE,0.7,0.3,,0,0.4,0.7,,0,0.49,Emerging,TRACXN
Central JD Fintech Holding,"Central JD Fintech offers QR code-based payment solutions for businesses. Allows merchants to accept QR code-based payments for purchasing various goods and services. It provides facial recognition, eKYC, digital wallet, and biometric identification solutions to manage their customer base.",https://cjdfintech.com/,1. Payments,1.1. Contactless Payments,1.1. QR code Payments to reach the unbanked,,,,Payments > Business Payments > QR Code Payments,,2018,,Thailand,Asia,Yes,Funding Raised,,,Emerging,,FALSE,FALSE,0.7,0.3,,0,0.7,0.7,,0,0.7,Emerging,TRACXN
Centrex Software,"Centrex Software is a finance CRM software solutions. It offers fully customizable business and consumer finance dedicated CRM software platform. It offers solutions for all brokers, syndicators, and funders.",https://www.centrexsoftware.com/,4. Cross-BU,4.1. Customer Intelligence,4.1. Leverage Customer Data for Cross-selling,CRM Solution for Banks,,,"Sales Force Automation > CRM > Enterprise Suite > BFSI,
Banking Tech > CRM",,2014,,United States of America,North America,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
